id,key,value,type
353882105,created,08/29/1980,gnis
353882105,state_id,55,gnis
353882105,county_id,079,gnis
353882105,feature_id,1566784,gnis
353882194,ele,242,regular
353882194,name,Little Muskego Lake,regular
353882194,landuse,reservoir,regular
353882194,created,08/29/1980,gnis
353882194,state_id,55,gnis
353882194,county_id,133,gnis
353882194,feature_id,1568329,gnis
353882302,ele,205,regular
353882302,name,Kinnickinnic River Parkway,regular
353882302,leisure,park,regular
353882302,created,08/29/1980,gnis
353882302,state_id,55,gnis
353882302,county_id,079,gnis
353882302,feature_id,1567523,gnis
353882315,ele,192,regular
353882315,name,Kletzsch Park,regular
353882315,leisure,park,regular
353882315,created,08/29/1980,gnis
353882315,state_id,55,gnis
353882315,county_id,079,gnis
353882315,feature_id,1567546,gnis
353882335,ele,206,regular
353882335,name,Johnson Park,regular
353882335,leisure,park,regular
353882335,created,08/29/1980,gnis
353882335,state_id,55,gnis
353882335,county_id,101,gnis
353882335,feature_id,1567243,gnis
353884449,ele,203,regular
353884449,name,William R McGovern Park,regular
353884449,leisure,park,regular
353884449,created,09/30/1999,gnis
353884449,state_id,55,gnis
353884449,county_id,079,gnis
353884449,feature_id,1569225,gnis
353884872,ele,205,regular
353884872,name,Merrill Park,regular
353884872,leisure,park,regular
353884872,created,08/29/1980,gnis
353884872,state_id,55,gnis
353884872,county_id,079,gnis
353884872,feature_id,1569369,gnis
353885105,ele,198,regular
353885105,name,Morgan Park,regular
353885105,leisure,park,regular
353885105,created,08/29/1980,gnis
353885105,state_id,55,gnis
353885105,county_id,079,gnis
353885105,feature_id,1569733,gnis
353888727,ele,300,regular
353888727,name,Minooka County Park,regular
353888727,leisure,park,regular
353888727,created,08/29/1980,gnis
353888727,state_id,55,gnis
353888727,county_id,133,gnis
353888727,feature_id,1569584,gnis
353888748,ele,223,regular
353888748,name,Caledonia-Mount Pleasant Park,regular
353888748,leisure,park,regular
353888748,created,09/30/1999,gnis
353888748,state_id,55,gnis
353888748,county_id,101,gnis
353888748,feature_id,1569842,gnis
353888775,ele,262,regular
353888775,name,Mukwonago Park,regular
353888775,leisure,park,regular
353888775,created,08/29/1980,gnis
353888775,state_id,55,gnis
353888775,county_id,133,gnis
353888775,feature_id,1570018,gnis
353888842,ele,225,regular
353888842,name,Lyons Park,regular
353888842,leisure,park,regular
353888842,created,08/29/1980,gnis
353888842,state_id,55,gnis
353888842,county_id,079,gnis
353888842,feature_id,1568854,gnis
353888856,ele,231,regular
353888856,name,Madison Park,regular
353888856,leisure,park,regular
353888856,created,08/29/1980,gnis
353888856,state_id,55,gnis
353888856,county_id,079,gnis
353888856,feature_id,1568882,gnis
353888903,ele,240,regular
353888903,name,Phantom Lake,regular
353888903,landuse,reservoir,regular
353888903,created,08/29/1980,gnis
353888903,state_id,55,gnis
353888903,county_id,133,gnis
353888903,feature_id,1571284,gnis
353888946,ele,260,regular
353888946,name,Pewaukee Lake,regular
353888946,landuse,reservoir,regular
353888946,created,08/29/1980,gnis
353888946,state_id,55,gnis
353888946,county_id,133,gnis
353888946,feature_id,1571280,gnis
353889061,ele,222,regular
353889061,name,Rainbow Park,regular
353889061,leisure,park,regular
353889061,created,08/29/1980,gnis
353889061,state_id,55,gnis
353889061,county_id,079,gnis
353889061,feature_id,1572041,gnis
353889159,ele,214,regular
353889159,name,Pulaski Park,regular
353889159,leisure,park,regular
353889159,created,08/29/1980,gnis
353889159,state_id,55,gnis
353889159,county_id,079,gnis
353889159,feature_id,1571964,gnis
353889163,ele,187,regular
353889163,name,Pulaski Park,regular
353889163,leisure,park,regular
353889163,created,08/29/1980,gnis
353889163,state_id,55,gnis
353889163,county_id,079,gnis
353889163,feature_id,1571965,gnis
353889250,ele,204,regular
353889250,name,Rawson Park,regular
353889250,leisure,park,regular
353889250,created,08/29/1980,gnis
353889250,state_id,55,gnis
353889250,county_id,079,gnis
353889250,feature_id,1572107,gnis
353889294,ele,225,regular
353889294,name,Rogers Park,regular
353889294,leisure,park,regular
353889294,created,08/29/1980,gnis
353889294,state_id,55,gnis
353889294,county_id,079,gnis
353889294,feature_id,1572538,gnis
353889429,ele,197,regular
353889429,name,Parklawn Park,regular
353889429,leisure,park,regular
353889429,created,08/29/1980,gnis
353889429,state_id,55,gnis
353889429,county_id,079,gnis
353889429,feature_id,1571056,gnis
353889469,ele,269,regular
353889469,name,Ottawa Lake Recreation Area,regular
353889469,leisure,park,regular
353889469,created,08/29/1980,gnis
353889469,state_id,55,gnis
353889469,county_id,133,gnis
353889469,feature_id,1570886,gnis
353889513,ele,266,regular
353889513,name,Okauchee Lake,regular
353889513,landuse,reservoir,regular
353889513,created_by,Potlatch 0.10f,regular
353889513,created,08/29/1980,gnis
353889513,state_id,55,gnis
353889513,county_id,133,gnis
353889513,feature_id,1570762,gnis
353889547,ele,265,regular
353889547,name,Oconomowoc Lake,regular
353889547,landuse,reservoir,regular
353889547,created,08/29/1980,gnis
353889547,state_id,55,gnis
353889547,county_id,133,gnis
353889547,feature_id,1570739,gnis
353889583,ele,241,regular
353889583,name,Old Settlers Park,regular
353889583,leisure,park,regular
353889583,created,08/29/1980,gnis
353889583,state_id,55,gnis
353889583,county_id,101,gnis
353889583,feature_id,1570785,gnis
353889727,ele,213,regular
353889727,name,Root River Parkway,regular
353889727,leisure,park,regular
353889727,created,08/29/1980,gnis
353889727,state_id,55,gnis
353889727,county_id,079,gnis
353889727,feature_id,1572592,gnis
353889838,ele,261,regular
353889838,name,School Section Lake,regular
353889838,landuse,reservoir,regular
353889838,created,08/29/1980,gnis
353889838,state_id,55,gnis
353889838,county_id,133,gnis
353889838,feature_id,1573813,gnis
353889876,ele,198,regular
353889876,name,Sanders Park,regular
353889876,leisure,park,regular
353889876,created,08/29/1980,gnis
353889876,state_id,55,gnis
353889876,county_id,101,gnis
353889876,feature_id,1573706,gnis
353889904,ele,243,regular
353889904,name,Saylesville Millpond,regular
353889904,landuse,reservoir,regular
353889904,created,08/29/1980,gnis
353889904,state_id,55,gnis
353889904,county_id,133,gnis
353889904,feature_id,1573763,gnis
353890100,ele,203,regular
353890100,name,Smith Park,regular
353890100,leisure,park,regular
353890100,created,08/29/1980,gnis
353890100,state_id,55,gnis
353890100,county_id,079,gnis
353890100,feature_id,1574314,gnis
353890124,ele,236,regular
353890124,name,Tichigan Lake,regular
353890124,landuse,reservoir,regular
353890124,created,08/29/1980,gnis
353890124,state_id,55,gnis
353890124,county_id,101,gnis
353890124,feature_id,1575438,gnis
353890197,ele,178,regular
353890197,name,Silver Spring Park,regular
353890197,leisure,park,regular
353890197,created,08/29/1980,gnis
353890197,state_id,55,gnis
353890197,county_id,079,gnis
353890197,feature_id,1574163,gnis
353890237,ele,236,regular
353890237,name,Sherwood Park,regular
353890237,leisure,park,regular
353890237,created,08/29/1980,gnis
353890237,state_id,55,gnis
353890237,county_id,079,gnis
353890237,feature_id,1574043,gnis
353890696,ele,281,regular
353890696,name,Treasure Island,regular
353890696,place,island,regular
353890696,created,08/29/1980,gnis
353890696,state_id,55,gnis
353890696,county_id,133,gnis
353890696,feature_id,1575583,gnis
353890756,ele,217,regular
353890756,name,Virmond Park,regular
353890756,leisure,park,regular
353890756,created,08/29/1980,gnis
353890756,state_id,55,gnis
353890756,county_id,089,gnis
353890756,feature_id,1576118,gnis
353890885,ele,182,regular
353890885,name,Valley Park,regular
353890885,leisure,park,regular
353890885,created,08/29/1980,gnis
353890885,state_id,55,gnis
353890885,county_id,079,gnis
353890885,feature_id,1576021,gnis
353890918,ele,270,regular
353890918,name,Upper Oconomowoc Lake,regular
353890918,landuse,reservoir,regular
353890918,created,08/29/1980,gnis
353890918,state_id,55,gnis
353890918,county_id,133,gnis
353890918,feature_id,1575982,gnis
353891002,ele,178,regular
353891002,name,South Shore Park,regular
353891002,leisure,park,regular
353891002,created,08/29/1980,gnis
353891002,state_id,55,gnis
353891002,county_id,079,gnis
353891002,feature_id,1574495,gnis
353891265,ele,208,regular
353891265,name,Westlawn Playground,regular
353891265,leisure,park,regular
353891265,created,08/29/1980,gnis
353891265,state_id,55,gnis
353891265,county_id,079,gnis
353891265,feature_id,1576581,gnis
353891300,ele,293,regular
353891300,name,West Park,regular
353891300,leisure,park,regular
353891300,created,08/29/1980,gnis
353891300,state_id,55,gnis
353891300,county_id,131,gnis
353891300,feature_id,1576541,gnis
353891349,ele,222,regular
353891349,name,Whitnall Park,regular
353891349,leisure,park,regular
353891349,created,08/29/1980,gnis
353891349,state_id,55,gnis
353891349,county_id,079,gnis
353891349,feature_id,1576699,gnis
353891509,ele,213,regular
353891509,name,WRKR,regular
353891509,man_made,tower,regular
353891509,created,06/01/1991,gnis
353891509,state_id,55,gnis
353891509,county_id,101,gnis
353891509,feature_id,1578028,gnis
353891514,ele,178,regular
353891514,name,Texas Rock,regular
353891514,place,island,regular
353891514,created,06/01/1991,gnis
353891514,state_id,55,gnis
353891514,county_id,079,gnis
353891514,feature_id,1578050,gnis
353892305,ele,234,regular
353892305,name,Wind Lake,regular
353892305,landuse,reservoir,regular
353892305,created,08/29/1980,gnis
353892305,state_id,55,gnis
353892305,county_id,101,gnis
353892305,feature_id,1576845,gnis
353892351,ele,214,regular
353892351,name,Wirth Park,regular
353892351,leisure,park,regular
353892351,created,08/29/1980,gnis
353892351,state_id,55,gnis
353892351,county_id,079,gnis
353892351,feature_id,1576894,gnis
353892478,ele,193,regular
353892478,name,WKTI-FM (Milwaukee),regular
353892478,created,08/01/1994,gnis
353892478,state_id,55,gnis
353892478,county_id,079,gnis
353892478,feature_id,1582420,gnis
353892495,ele,199,regular
353892495,name,WMWK-FM (Milwaukee),regular
353892495,created,08/01/1994,gnis
353892495,state_id,55,gnis
353892495,county_id,079,gnis
353892495,feature_id,1582417,gnis
353892511,ele,205,regular
353892511,name,WRIT-FM (Milwaukee),regular
353892511,man_made,tower,regular
353892511,created,08/01/1994,gnis
353892511,state_id,55,gnis
353892511,county_id,079,gnis
353892511,feature_id,1582426,gnis
353892535,ele,199,regular
353892535,name,WYMS-FM (Milwaukee),regular
353892535,created,08/01/1994,gnis
353892535,state_id,55,gnis
353892535,county_id,079,gnis
353892535,feature_id,1582419,gnis
353892537,ele,199,regular
353892537,name,WUWM-FM (Milwaukee),regular
353892537,created,08/01/1994,gnis
353892537,state_id,55,gnis
353892537,county_id,079,gnis
353892537,feature_id,1582418,gnis
353892582,ele,354,regular
353892582,name,WHAD-FM (Delafield),regular
353892582,man_made,tower,regular
353892582,created,08/01/1994,gnis
353892582,state_id,55,gnis
353892582,county_id,133,gnis
353892582,feature_id,1582381,gnis
353892890,ele,199,regular
353892890,name,WMIL-FM (Waukesha),regular
353892890,man_made,tower,regular
353892890,created,08/01/1994,gnis
353892890,state_id,55,gnis
353892890,county_id,079,gnis
353892890,feature_id,1582478,gnis
353892897,ele,258,regular
353892897,name,WCCX-FM (Waukesha),regular
353892897,man_made,tower,regular
353892897,created,08/01/1994,gnis
353892897,state_id,55,gnis
353892897,county_id,133,gnis
353892897,feature_id,1582477,gnis
353893081,ele,213,regular
353893081,name,WMVP-AM (Greenfield),regular
353893081,man_made,tower,regular
353893081,created,08/01/1994,gnis
353893081,state_id,55,gnis
353893081,county_id,079,gnis
353893081,feature_id,1582303,gnis
353893132,ele,257,regular
353893132,name,WYLO-AM (Jackson),regular
353893132,man_made,tower,regular
353893132,created,08/01/1994,gnis
353893132,state_id,55,gnis
353893132,county_id,131,gnis
353893132,feature_id,1582306,gnis
353893134,ele,292,regular
353893134,name,WBKV-AM (West Bend),regular
353893134,man_made,tower,regular
353893134,created,08/01/1994,gnis
353893134,state_id,55,gnis
353893134,county_id,131,gnis
353893134,feature_id,1582369,gnis
353893235,ele,259,regular
353893235,name,WKSH-AM (Sussex),regular
353893235,man_made,tower,regular
353893235,created,08/01/1994,gnis
353893235,state_id,55,gnis
353893235,county_id,133,gnis
353893235,feature_id,1582357,gnis
353893243,ele,232,regular
353893243,name,WGLB-AM (Port Washington),regular
353893243,man_made,tower,regular
353893243,created,08/01/1994,gnis
353893243,state_id,55,gnis
353893243,county_id,089,gnis
353893243,feature_id,1582340,gnis
353893245,ele,263,regular
353893245,name,WAUK-AM (Waukesha),regular
353893245,man_made,tower,regular
353893245,created,08/01/1994,gnis
353893245,state_id,55,gnis
353893245,county_id,133,gnis
353893245,feature_id,1582364,gnis
353893303,ele,206,regular
353893303,name,WNOV-AM (Milwaukee),regular
353893303,man_made,tower,regular
353893303,created,08/01/1994,gnis
353893303,state_id,55,gnis
353893303,county_id,079,gnis
353893303,feature_id,1582327,gnis
353893332,ele,213,regular
353893332,name,WJYI ; WHQG-FM,regular
353893332,man_made,tower,regular
353893332,created,08/01/1994,gnis
353893332,state_id,55,gnis
353893332,county_id,079,gnis
353893332,feature_id,1582326;1582427,gnis
353893334,ele,263,regular
353893334,name,WTMJ-AM (Milwaukee),regular
353893334,man_made,tower,regular
353893334,created,08/01/1994,gnis
353893334,state_id,55,gnis
353893334,county_id,133,gnis
353893334,feature_id,1582325,gnis
353893339,ele,181,regular
353893339,name,WMSE-FM (Milwaukee),regular
353893339,man_made,tower,regular
353893339,type,communication,tower
353893339,created,08/01/1994,gnis
353893339,state_id,55,gnis
353893339,county_id,079,gnis
353893339,feature_id,1582425,gnis
353893363,ele,231,regular
353893363,name,WGLB-FM (Port Washington),regular
353893363,man_made,tower,regular
353893363,created,08/01/1994,gnis
353893363,state_id,55,gnis
353893363,county_id,089,gnis
353893363,feature_id,1582442,gnis
353893586,ele,266,regular
353893586,name,Monterey Dam,regular
353893586,waterway,dam,regular
353893586,created,04/29/1998,gnis
353893586,state_id,55,gnis
353893586,county_id,133,gnis
353893586,feature_id,1792080,gnis
353893588,ele,266,regular
353893588,name,Monterey Millpond 34,regular
353893588,landuse,reservoir,regular
353893588,created,04/29/1998,gnis
353893588,state_id,55,gnis
353893588,county_id,133,gnis
353893588,feature_id,1792081,gnis
353893595,ele,266,regular
353893595,name,Okauchee Lake 2WP1438 Dam,regular
353893595,waterway,dam,regular
353893595,created,04/29/1998,gnis
353893595,state_id,55,gnis
353893595,county_id,133,gnis
353893595,feature_id,1792082,gnis
353893835,ele,268,regular
353893835,name,Okauchee Lake 85,regular
353893835,landuse,reservoir,regular
353893835,created_by,Potlatch 0.10f,regular
353893835,created,04/29/1998,gnis
353893835,state_id,55,gnis
353893835,county_id,133,gnis
353893835,feature_id,1792083,gnis
353894191,ele,194,regular
353894191,lit,yes,regular
353894191,name,Quad Park,regular
353894191,note,Owned by Marquette University High School,regular
353894191,sport,soccer,regular
353894191,leisure,pitch,regular
353894191,surface,grass,regular
353894191,created,08/29/1980,gnis
353894191,state_id,55,gnis
353894191,county_id,079,gnis
353894191,feature_id,1581271,gnis
353894545,ele,236,regular
353894545,name,Cedarburg Pond 121,regular
353894545,landuse,reservoir,regular
353894545,created,04/29/1998,gnis
353894545,state_id,55,gnis
353894545,county_id,089,gnis
353894545,feature_id,1792201,gnis
353894549,ele,236,regular
353894549,name,Columbia Mills Dam,regular
353894549,waterway,dam,regular
353894549,created,04/29/1998,gnis
353894549,state_id,55,gnis
353894549,county_id,089,gnis
353894549,feature_id,1792200,gnis
353895397,ele,264,regular
353895397,name,Bischel Dam,regular
353895397,waterway,dam,regular
353895397,created,04/29/1998,gnis
353895397,state_id,55,gnis
353895397,county_id,133,gnis
353895397,feature_id,1792284,gnis
353895428,ele,264,regular
353895428,name,Hunters Millpond 17,regular
353895428,landuse,reservoir,regular
353895428,created,04/29/1998,gnis
353895428,state_id,55,gnis
353895428,county_id,133,gnis
353895428,feature_id,1792285,gnis
353895507,ele,284,regular
353895507,name,Monches Millpond 38,regular
353895507,landuse,reservoir,regular
353895507,created,04/29/1998,gnis
353895507,state_id,55,gnis
353895507,county_id,133,gnis
353895507,feature_id,1792295,gnis
353895515,ele,260,regular
353895515,name,Pewaukee Hi.2 Dam,regular
353895515,waterway,dam,regular
353895515,created,04/29/1998,gnis
353895515,state_id,55,gnis
353895515,county_id,133,gnis
353895515,feature_id,1792296,gnis
353895523,ele,260,regular
353895523,name,Pewaukee Lake 27.6,regular
353895523,landuse,reservoir,regular
353895523,created,04/29/1998,gnis
353895523,state_id,55,gnis
353895523,county_id,133,gnis
353895523,feature_id,1792297,gnis
353895572,ele,243,regular
353895572,name,Saylesville Millpond 26,regular
353895572,landuse,reservoir,regular
353895572,created,04/29/1998,gnis
353895572,state_id,55,gnis
353895572,county_id,133,gnis
353895572,feature_id,1792289,gnis
353895580,ele,243,regular
353895580,name,Saylesville Roller Mill Dam,regular
353895580,waterway,dam,regular
353895580,created,04/29/1998,gnis
353895580,state_id,55,gnis
353895580,county_id,133,gnis
353895580,feature_id,1792288,gnis
353895587,ele,289,regular
353895587,name,Merton Millpond 26,regular
353895587,landuse,reservoir,regular
353895587,created,04/29/1998,gnis
353895587,state_id,55,gnis
353895587,county_id,133,gnis
353895587,feature_id,1792291,gnis
353895594,ele,289,regular
353895594,name,Merton Rolling Mill E-4528 Dam,regular
353895594,waterway,dam,regular
353895594,created,04/29/1998,gnis
353895594,state_id,55,gnis
353895594,county_id,133,gnis
353895594,feature_id,1792290,gnis
353895622,ele,284,regular
353895622,name,Monches Dam,regular
353895622,waterway,dam,regular
353895622,created,04/29/1998,gnis
353895622,state_id,55,gnis
353895622,county_id,133,gnis
353895622,feature_id,1792294,gnis
353895755,ele,43,regular
353895755,name,Tichigan and Buena Lakes 359,regular
353895755,landuse,reservoir,regular
353895755,created,04/29/1998,gnis
353895755,state_id,55,gnis
353895755,county_id,101,gnis
353895755,feature_id,1792221,gnis
353895757,ele,191,regular
353895757,created,04/29/1998,gnis
353895757,state_id,55,gnis
353895757,county_id,101,gnis
353895757,feature_id,1792218,gnis
353895782,ele,236,regular
353895782,name,Waterford 3WR1680 Dam,regular
353895782,waterway,dam,regular
353895782,created,04/29/1998,gnis
353895782,state_id,55,gnis
353895782,county_id,101,gnis
353895782,feature_id,1792220,gnis
353896003,ele,259,regular
353896003,name,WFMR-FM (Menomonee Falls),regular
353896003,man_made,tower,regular
353896003,created,08/01/1994,gnis
353896003,state_id,55,gnis
353896003,county_id,133,gnis
353896003,feature_id,1582609,gnis
353896016,ele,264,regular
353896016,name,WVCY-FM (Milwaukee),regular
353896016,man_made,tower,regular
353896016,created,08/01/1994,gnis
353896016,state_id,55,gnis
353896016,county_id,133,gnis
353896016,feature_id,1582611,gnis
353896021,ele,242,regular
353896021,name,WMYX-FM (Milwaukee),regular
353896021,man_made,tower,regular
353896021,created,08/01/1994,gnis
353896021,state_id,55,gnis
353896021,county_id,133,gnis
353896021,feature_id,1582612,gnis
353896032,ele,304,regular
353896032,name,WTKM-FM (Hartford),regular
353896032,man_made,tower,regular
353896032,created,08/01/1994,gnis
353896032,state_id,55,gnis
353896032,county_id,131,gnis
353896032,feature_id,1582600,gnis
353896342,ele,304,regular
353896342,name,WTKM-AM (Hartford),regular
353896342,man_made,tower,regular
353896342,created,08/01/1994,gnis
353896342,state_id,55,gnis
353896342,county_id,131,gnis
353896342,feature_id,1582552,gnis
353896446,ele,193,regular
353896446,name,WTMJ-TV (Milwaukee),regular
353896446,created,08/01/1994,gnis
353896446,state_id,55,gnis
353896446,county_id,079,gnis
353896446,feature_id,1582519,gnis
353896455,ele,201,regular
353896455,name,WCGV-TV (Milwaukee),regular
353896455,man_made,tower,regular
353896455,created,08/01/1994,gnis
353896455,state_id,55,gnis
353896455,county_id,079,gnis
353896455,feature_id,1582514,gnis
353896503,ele,199,regular
353896503,name,WITI-TV (Milwaukee),regular
353896503,created,08/01/1994,gnis
353896503,state_id,55,gnis
353896503,county_id,079,gnis
353896503,feature_id,1582520,gnis
353896546,ele,215,regular
353896546,name,WMLW-TV (Racine),regular
353896546,man_made,tower,regular
353896546,type,communication,tower
353896546,created,08/01/1994,gnis
353896546,state_id,55,gnis
353896546,county_id,079,gnis
353896546,feature_id,1582647,gnis
353896722,ele,243,regular
353896722,name,WBZN-FM (Racine),regular
353896722,man_made,tower,regular
353896722,created,08/01/1994,gnis
353896722,state_id,55,gnis
353896722,county_id,101,gnis
353896722,feature_id,1582621,gnis
353896740,ele,218,regular
353896740,name,WHKQ-FM (Racine),regular
353896740,man_made,tower,regular
353896740,created,08/01/1994,gnis
353896740,state_id,55,gnis
353896740,county_id,101,gnis
353896740,feature_id,1582622,gnis
353896747,ele,227,regular
353896747,name,WZXA-FM (Sturtevant),regular
353896747,man_made,tower,regular
353896747,created,08/01/1994,gnis
353896747,state_id,55,gnis
353896747,county_id,101,gnis
353896747,feature_id,1582633,gnis
353897268,ele,271,regular
353897268,name,Kettle Moraine Estates 3WR1719 Dam,regular
353897268,waterway,dam,regular
353897268,created,04/29/1998,gnis
353897268,state_id,55,gnis
353897268,county_id,127,gnis
353897268,feature_id,1792479,gnis
353897290,ele,271,regular
353897290,name,2 Reservoir,regular
353897290,landuse,reservoir,regular
353897290,created,04/29/1998,gnis
353897290,state_id,55,gnis
353897290,county_id,127,gnis
353897290,feature_id,1792480,gnis
353897349,ele,276,regular
353897349,name,Willow Springs Lake 3.10,regular
353897349,landuse,reservoir,regular
353897349,created,04/29/1998,gnis
353897349,state_id,55,gnis
353897349,county_id,133,gnis
353897349,feature_id,1792496,gnis
353897359,ele,276,regular
353897359,name,Laitsch D2938 Dam,regular
353897359,waterway,dam,regular
353897359,created,04/29/1998,gnis
353897359,state_id,55,gnis
353897359,county_id,133,gnis
353897359,feature_id,1792495,gnis
353897360,ele,250,regular
353897360,name,0.45 Reservoir,regular
353897360,landuse,reservoir,regular
353897360,created,04/29/1998,gnis
353897360,state_id,55,gnis
353897360,county_id,089,gnis
353897360,feature_id,1792500,gnis
353897377,ele,250,regular
353897377,name,G E Harris G8925 Dam,regular
353897377,waterway,dam,regular
353897377,created,04/29/1998,gnis
353897377,state_id,55,gnis
353897377,county_id,089,gnis
353897377,feature_id,1792499,gnis
353898168,ele,246,regular
353898168,name,WISN-AM (Milwaukee),regular
353898168,man_made,tower,regular
353898168,created,08/01/1994,gnis
353898168,state_id,55,gnis
353898168,county_id,101,gnis
353898168,feature_id,1582562,gnis
353898184,ele,251,regular
353898184,name,WOKY-AM (Milwaukee),regular
353898184,man_made,tower,regular
353898184,created,08/01/1994,gnis
353898184,state_id,55,gnis
353898184,county_id,133,gnis
353898184,feature_id,1582563,gnis
353898214,ele,242,regular
353898214,name,WEMP-AM (Milwaukee),regular
353898214,man_made,tower,regular
353898214,created,08/01/1994,gnis
353898214,state_id,55,gnis
353898214,county_id,133,gnis
353898214,feature_id,1582561,gnis
353898230,ele,205,regular
353898230,name,WRJN-AM (Racine),regular
353898230,man_made,tower,regular
353898230,type,communication,tower
353898230,created,08/01/1994,gnis
353898230,state_id,55,gnis
353898230,county_id,101,gnis
353898230,feature_id,1582571,gnis
353898241,ele,209,regular
353898241,name,WBZN-AM (Racine),regular
353898241,man_made,tower,regular
353898241,created,08/01/1994,gnis
353898241,state_id,55,gnis
353898241,county_id,101,gnis
353898241,feature_id,1582570,gnis
353898248,ele,234,regular
353898248,name,WBSD-FM (Burlington),regular
353898248,man_made,tower,regular
353898248,created,08/01/1994,gnis
353898248,state_id,55,gnis
353898248,county_id,101,gnis
353898248,feature_id,1582584,gnis
353900660,ele,243,regular
353900660,name,Cedarburg Woolen Mill Dam,regular
353900660,waterway,dam,regular
353900660,created,04/29/1998,gnis
353900660,state_id,55,gnis
353900660,county_id,089,gnis
353900660,feature_id,1791982,gnis
353900666,ele,243,regular
353900666,name,119 Reservoir,regular
353900666,landuse,reservoir,regular
353900666,created,04/29/1998,gnis
353900666,state_id,55,gnis
353900666,county_id,089,gnis
353900666,feature_id,1791983,gnis
353900697,ele,235,regular
353900697,name,Ruck Dam,regular
353900697,waterway,dam,regular
353900697,created,04/29/1998,gnis
353900697,state_id,55,gnis
353900697,county_id,089,gnis
353900697,feature_id,1791984,gnis
353900704,ele,235,regular
353900704,name,120 Reservoir,regular
353900704,landuse,reservoir,regular
353900704,created,04/29/1998,gnis
353900704,state_id,55,gnis
353900704,county_id,089,gnis
353900704,feature_id,1791985,gnis
353900753,ele,227,regular
353900753,name,Grafton Dam,regular
353900753,waterway,dam,regular
353900753,created,04/29/1998,gnis
353900753,state_id,55,gnis
353900753,county_id,089,gnis
353900753,feature_id,1791986,gnis
353900803,ele,227,regular
353900803,name,451 Reservoir,regular
353900803,landuse,reservoir,regular
353900803,created,04/29/1998,gnis
353900803,state_id,55,gnis
353900803,county_id,089,gnis
353900803,feature_id,1791987,gnis
353901014,ele,268,regular
353901014,name,Kettle Morraine Estates Corporation 3WR1719 Dam,regular
353901014,waterway,dam,regular
353901014,created,04/29/1998,gnis
353901014,state_id,55,gnis
353901014,county_id,127,gnis
353901014,feature_id,1793360,gnis
353901021,ele,268,regular
353901021,name,2 Reservoir,regular
353901021,landuse,reservoir,regular
353901021,created,04/29/1998,gnis
353901021,state_id,55,gnis
353901021,county_id,127,gnis
353901021,feature_id,1793361,gnis
353901140,ele,303,regular
353901140,name,Salow Lake 1,regular
353901140,landuse,reservoir,regular
353901140,created,04/29/1998,gnis
353901140,state_id,55,gnis
353901140,county_id,133,gnis
353901140,feature_id,1793346,gnis
353901175,ele,303,regular
353901175,name,Salow Lake G-3067 Dam,regular
353901175,waterway,dam,regular
353901175,created,04/29/1998,gnis
353901175,state_id,55,gnis
353901175,county_id,133,gnis
353901175,feature_id,1793345,gnis
353901555,ele,232,regular
353901555,name,420 Reservoir,regular
353901555,landuse,reservoir,regular
353901555,created,04/29/1998,gnis
353901555,state_id,55,gnis
353901555,county_id,101,gnis
353901555,feature_id,1793460,gnis
353901574,ele,232,regular
353901574,name,Rochester 2WP427 Dam,regular
353901574,waterway,dam,regular
353901574,created,04/29/1998,gnis
353901574,state_id,55,gnis
353901574,county_id,101,gnis
353901574,feature_id,1793459,gnis
353902022,ele,292,regular
353902022,name,Elmer Droster E5299 Dam,regular
353902022,waterway,dam,regular
353902022,created,04/29/1998,gnis
353902022,state_id,55,gnis
353902022,county_id,127,gnis
353902022,feature_id,1793380,gnis
353902684,ele,250,regular
353902684,name,Hidden Lakes Dam G 1167,regular
353902684,waterway,dam,regular
353902684,created,04/29/1998,gnis
353902684,state_id,55,gnis
353902684,county_id,133,gnis
353902684,feature_id,1793330,gnis
353902723,ele,272,regular
353902723,name,0.3 Reservoir,regular
353902723,landuse,reservoir,regular
353902723,created,04/29/1998,gnis
353902723,state_id,55,gnis
353902723,county_id,133,gnis
353902723,feature_id,1793323,gnis
353902728,ele,272,regular
353902728,name,Reischl G9879 Dam,regular
353902728,waterway,dam,regular
353902728,created,04/29/1998,gnis
353902728,state_id,55,gnis
353902728,county_id,133,gnis
353902728,feature_id,1793322,gnis
353902752,ele,186,regular
353902752,name,Estabrook Park 2WP142 Dam,regular
353902752,waterway,dam,regular
353902752,created,04/29/1998,gnis
353902752,state_id,55,gnis
353902752,county_id,079,gnis
353902752,feature_id,1793282,gnis
353903892,ele,267,regular
353903892,name,Lower Lake Nemahbin 54,regular
353903892,landuse,reservoir,regular
353903892,created,04/29/1998,gnis
353903892,state_id,55,gnis
353903892,county_id,133,gnis
353903892,feature_id,1793566,gnis
353903916,ele,267,regular
353903916,name,Lower Lake Nemahbin WP439 Dam,regular
353903916,waterway,dam,regular
353903916,created,04/29/1998,gnis
353903916,state_id,55,gnis
353903916,county_id,133,gnis
353903916,feature_id,1793565,gnis
353903927,ele,238,regular
353903927,name,Vernon Marsh Refuge Middle Flowage H2.117 Dam,regular
353903927,waterway,dam,regular
353903927,created,04/29/1998,gnis
353903927,state_id,55,gnis
353903927,county_id,133,gnis
353903927,feature_id,1793538,gnis
353903944,ele,237,regular
353903944,name,Wind Lake 35,regular
353903944,landuse,reservoir,regular
353903944,created,04/29/1998,gnis
